species	max_age	min_age	lat	lon	family	mean_age	source	kingdom	citation
Rosaceae	20.43	15.97	39.2	-117.78333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	20.43	15.97	39.2	-117.78333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	13.6	10.3	39.388611	-118.9725	Rosids	11.95	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	13.65	11.61	39.583333	-119.36666699999999	Rosids	12.629999999999999	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	20.43	15.97	39.2	-117.78333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	13.65	11.61	39.583333	-119.35	Rosids	12.629999999999999	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	15.97	11.61	39.9	-119.55	Rosids	13.79	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	16.3	13.6	38.493889	-118.897222	Rosids	14.95	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	13.65	11.61	39.583333	-119.35	Rosids	12.629999999999999	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	16.3	13.6	39.583333	-119.35	Rosids	14.95	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	16.3	13.6	39.583333	-119.35	Rosids	14.95	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	16.3	13.6	39.583333	-119.35	Rosids	14.95	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	16.3	13.6	39.583333	-119.35	Rosids	14.95	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	16.3	13.6	39.583333	-119.35	Rosids	14.95	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	13.65	11.61	39.583333	-119.35	Rosids	12.629999999999999	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	23.03	23.03	44.866667	-113.016667	Rosids	23.03	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	20.43	15.97	39.25	-117.88333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	20.43	15.97	39.25	-117.88333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	20.43	15.97	39.25	-117.88333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	20.43	15.97	39.25	-117.88333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	20.43	15.97	39.25	-117.88333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	20.43	15.97	39.25	-117.88333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	20.43	15.97	39.25	-117.88333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	20.43	15.97	39.25	-117.88333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	13.6	10.3	38.493889	-118.897222	Rosids	11.95	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	23.03	23.03	44.866667	-113.016667	Rosids	23.03	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	13.6	10.3	38.493889	-118.897222	Rosids	11.95	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	13.65	11.61	39.583333	-119.35	Rosids	12.629999999999999	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	23.03	23.03	44.866667	-113.016667	Rosids	23.03	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	23.03	23.03	44.866667	-113.016667	Rosids	23.03	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	13.65	11.61	39.583333	-119.35	Rosids	12.629999999999999	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	5.33	1.81	39.518333	-119.987778	Rosids	3.5700000000000003	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	13.65	11.61	39.583333	-119.35	Rosids	12.629999999999999	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	13.65	11.61	39.583333	-119.35	Rosids	12.629999999999999	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	13.65	11.61	39.583333	-119.36666699999999	Rosids	12.629999999999999	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	13.65	11.61	39.583333	-119.35	Rosids	12.629999999999999	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	13.65	11.61	39.583333	-119.36666699999999	Rosids	12.629999999999999	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	15.97	11.61	39.9	-119.55	Rosids	13.79	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	13.65	11.61	39.583333	-119.35	Rosids	12.629999999999999	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	15.97	11.61	39.9	-119.55	Rosids	13.79	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	13.65	11.61	39.583333	-119.35	Rosids	12.629999999999999	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	13.65	11.61	39.583333	-119.35	Rosids	12.629999999999999	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	16.3	13.6	39.583333	-119.35	Rosids	14.95	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	13.65	11.61	39.583333	-119.35	Rosids	12.629999999999999	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	23.03	23.03	44.866667	-113.016667	Rosids	23.03	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	16.3	13.6	39.583333	-119.35	Rosids	14.95	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	13.65	11.61	39.583333	-119.35	Rosids	12.629999999999999	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	1.81	0.01	34.4	-119.516667	Rosids	0.91	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	0.01346	0.01346	36.9575	-81.76916700000001	Rosids	0.01346	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	20.43	15.97	39.25	-117.88333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	13.6	10.3	44.95	-117.5	Rosids	11.95	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	13.65	11.61	39.583333	-119.36666699999999	Rosids	12.629999999999999	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	5.33	1.81	39.309722	-119.64861100000002	Rosids	3.5700000000000003	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	5.33	1.81	39.309722	-119.64861100000002	Rosids	3.5700000000000003	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	1.81	0.7809999999999999	35.359722	-76.8175	Rosids	1.2955	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	20.43	15.97	39.25	-117.88333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	27.82	23.03	44.77	-122.62	Rosids	25.425	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	5.33	1.81	39.309722	-119.64861100000002	Rosids	3.5700000000000003	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	1.81	0.7809999999999999	35.359722	-76.8175	Rosids	1.2955	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	20.43	15.97	39.25	-117.88333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	19.1	17.38	42.83	-124.55	Rosids	18.240000000000002	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	19.1	17.38	42.83	-124.55	Rosids	18.240000000000002	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	20.43	15.97	39.25	-117.88333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	0.126	0.01	49.7177	-124.97399999999999	Rosids	0.068	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	20.43	15.97	39.25	-117.88333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	13.65	11.61	39.583333	-119.36666699999999	Rosids	12.629999999999999	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	20.43	15.97	39.2	-117.78333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	20.43	15.97	39.2	-117.78333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	20.43	15.97	39.25	-117.88333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	20.43	15.97	39.2	-117.78333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	20.43	15.97	39.2	-117.78333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	13.6	10.3	39.785833000000004	-118.93638899999999	Rosids	11.95	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	20.43	15.97	39.2	-117.78333300000001	Rosids	18.2	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
Rosaceae	13.65	11.61	39.583333	-119.36666699999999	Rosids	12.629999999999999	angiosperm_db	Plantae	Xing, Y. et al. Testing the biases in the rich Cenozoic angiosperm macrofossil record. International Journal of Plant Sciences 177, 371–388 (2016).
