genus	age_bin	north_america	south_america	eurasia	africa	australia
Eutamias	0	10	0	0	0	0
Eutamias	10	0	0	10	0	0
Eutamias	15	0	0	1	0	0
Eutamias	20	0	0	1	0	0
Eutamias	5	0	0	5	0	0
Eutatus	0	0	6	0	0	0
Eutatus	15	0	3	0	0	0
Euthyceros	0	0	0	1	0	0
Eutomodus	5	0	1	0	0	0
Eutypomys	25	4	0	0	0	0
Eutypomys	30	4	0	0	0	0
Exallerix	25	0	0	1	0	0
Fahlbuschia	15	0	0	10	0	0
Fanimus	20	9	0	0	0	0
Fanimus	30	8	0	0	0	0
Faraframys	10	0	0	0	1	0
Felis	0	4	2	29	47	0
Felis	10	0	0	14	0	0
Felis	15	0	0	1	0	0
Felis	20	0	0	2	0	0
Felis	5	21	0	11	8	0
Ferinestrix	5	3	0	0	0	0
Florentiamys	25	7	0	0	0	0
Florentiamys	30	19	0	0	0	0
Floridaceras	15	8	0	0	0	0
Floridaceras	20	10	4	0	0	0
Floridachoerus	20	5	0	0	0	0
Floridachoerus	25	1	0	0	0	0
Floridameryx	10	4	0	0	0	0
Floridameryx	5	5	0	0	0	0
Floridatragulus	15	11	0	0	0	0
Floridatragulus	20	5	1	0	0	0
Florinia	15	0	0	15	0	0
Florinia	20	0	0	5	0	0
Forsythia	10	0	0	5	0	0
Forsythia	15	0	0	5	0	0
Forsythia	20	0	0	4	0	0
Fossa	0	0	0	0	0	0
Fossodontia	25	1	0	0	0	0
Fossodontia	30	4	0	0	0	0
Fossorcastor	20	6	0	0	0	0
Fossorcastor	25	14	0	0	0	0
Fossorcastor	30	2	0	0	0	0
Franconictis	20	0	0	2	0	0
Freudenthalia	20	0	0	7	0	0
Friburgomeryx	20	0	0	2	0	0
Gaillardia	15	1	0	0	0	0
Gaillardia	5	4	0	0	0	0
Gaillardina	10	0	0	4	0	0
Gaindatherium	10	0	0	1	0	0
Gaindatherium	15	0	0	1	0	0
Gaindatherium	5	0	0	1	0	0
Galago	0	0	0	0	6	0
Galago	10	0	0	0	1	0
Galago	5	0	0	0	5	0
Galagoides	5	0	0	0	1	0
Galbreathia	15	24	0	0	0	0
Galbreathia	20	10	0	0	0	0
Galbreathia	30	1	0	0	0	0
Galea	0	0	4	0	0	0
Galemys	0	0	0	12	0	0
Galemys	5	0	0	18	0	0
Galerella	5	0	0	0	1	0
Galerix	10	0	0	45	0	0
Galerix	15	0	0	182	1	0
Galerix	20	0	0	61	6	0
Galerix	5	0	0	8	0	0
Galictis	0	0	2	0	0	0
Galidia	0	0	0	0	0	0
Galidictis	0	0	0	0	0	0
Galileomys	15	0	1	0	0	0
Galileomys	20	0	2	0	0	0
Gallogoral	0	0	0	7	0	0
Gallogoral	5	0	0	5	0	0
Galushaceras	15	3	0	0	0	0
Galushamys	5	2	0	0	0	0
Gangicobus	0	0	0	1	0	0
Ganguroo	15	0	0	0	0	2
Ganocricetodon	10	0	0	1	0	0
Gazella	0	0	0	45	149	0
Gazella	10	0	0	92	1	0
Gazella	15	0	0	2	0	0
Gazella	20	0	0	1	0	0
Gazella	5	0	0	138	35	0
Gazellospira	0	0	0	14	0	0
Gazellospira	5	0	0	11	0	0
Gelocus	20	0	0	0	1	0
Gelocus	25	0	0	1	0	0
Genetta	0	0	0	0	11	0
Genetta	5	0	0	0	1	0
Gentilicamelus	20	1	0	0	0	0
Gentilicamelus	25	1	0	0	0	0
Gentilicamelus	30	1	0	0	0	0
Gentrytragus	10	0	0	0	6	0
Gentrytragus	15	0	0	0	4	0
Geofossor	15	0	0	0	1	0
Geofossor	20	0	0	0	1	0
Geogale	0	0	0	0	0	0
Geomys	0	98	0	0	0	0
Geomys	15	1	0	0	0	0
Geomys	5	46	0	0	0	0
Georgiomeryx	15	0	0	2	0	0
Georychus	0	0	0	0	4	0
Georychus	5	0	0	0	1	0
Geotrypus	0	0	0	3	0	0
Geotrypus	20	0	0	6	0	0
Geotrypus	25	0	0	2	0	0
Gerbillus	0	0	0	2	9	0
Gerbillus	5	0	0	1	0	0
Geringia	25	4	0	0	0	0
Geringia	30	33	0	0	0	0
Germanomeryx	15	0	0	1	0	0
Germanomys	0	0	0	2	0	0
Germanomys	5	0	0	7	0	0
Gigantocamelus	0	13	0	0	0	0
Gigantocamelus	5	24	0	2	0	0
Gigantohyrax	0	0	0	0	2	0
Gigantohyrax	5	0	0	0	2	0
Gigantopithecus	0	0	0	18	0	0
Ginsburgsmilus	15	0	0	0	1	0
Ginsburgsmilus	20	0	0	0	4	0
Giraffa	0	0	0	3	127	0
Giraffa	10	0	0	2	0	0
Giraffa	15	0	0	1	0	0
Giraffa	5	0	0	2	128	0
Giraffokeryx	10	0	0	5	0	0
Giraffokeryx	15	0	0	10	1	0
Giraffokeryx	20	0	0	1	0	0
Giraffokeryx	5	0	0	2	1	0
Glaucodon	5	0	0	0	0	3
Glaucomys	0	11	0	0	0	0
Gliravus	25	0	0	6	0	0
Gliravus	30	0	0	1	0	0
Glirudinus	10	0	0	12	0	0
Glirudinus	15	0	0	56	0	0
Glirudinus	20	0	0	105	0	0
Glirudinus	25	0	0	11	0	0
Glirulus	0	0	0	2	0	0
Glirulus	10	0	0	47	0	0
Glirulus	15	0	0	33	0	0
Glirulus	20	0	0	10	0	0
Glirulus	5	0	0	12	0	0
Glis	0	0	0	49	0	0
Glis	10	0	0	17	0	0
Glis	15	0	0	5	0	0
Glis	20	0	0	9	0	0
Glis	25	0	0	1	0	0
Glis	5	0	0	43	0	0
Glossotheriopsis	15	0	2	0	0	0
Glossotherium	0	16	21	0	0	0
Glossotherium	5	12	3	0	0	0
Glyptodon	0	1	34	0	0	0
Glyptotherium	0	44	4	0	0	0
Glyptotherium	5	15	0	0	0	0
Gnathabelodon	10	3	0	0	0	0
Gnathabelodon	15	1	0	0	0	0
Gobicricetodon	10	0	0	8	0	0
Gobicricetodon	15	0	0	2	0	0
Gobicyon	10	0	0	3	0	0
Gobicyon	20	0	0	1	0	0
Gobiocerus	15	0	0	1	0	0
Gobisorex	25	0	0	2	0	0
Golunda	0	0	0	1	0	0
Golunda	5	0	0	2	3	0
Gomphotherium	0	1	0	3	0	0
Gomphotherium	10	14	0	52	0	0
Gomphotherium	15	36	0	106	6	0
Gomphotherium	20	0	0	24	4	0
Gomphotherium	5	6	0	3	0	0
Goniodontomys	10	2	0	0	0	0
Goniodontomys	5	10	0	0	0	0
Gorgon	0	0	0	0	1	0
Gorgopithecus	0	0	0	0	1	0
Graecopithecus	5	0	0	1	0	0
Graecoryx	10	0	0	2	0	0
Granastrapotherium	10	0	3	0	0	0
Granastrapotherium	15	0	6	0	0	0
Graphiurops	10	0	0	14	0	0
Graphiurus	0	0	0	0	5	0
Graphiurus	5	0	0	0	1	0
Gregorymys	10	2	0	0	0	0
Gregorymys	20	34	0	0	0	0
Gregorymys	25	40	0	0	0	0
Gregorymys	30	2	0	0	0	0
Gripholagomys	15	3	0	0	0	0
Gripholagomys	20	11	0	0	0	0
Gripholagomys	25	10	0	0	0	0
Griphopithecus	10	0	0	1	0	0
Griphopithecus	15	0	0	4	0	0
Grivamephitis	10	0	0	6	0	0
Grivamephitis	15	0	0	2	0	0
Gromovia	5	0	0	1	0	0
Guildayomys	0	4	0	0	0	0
Guildayomys	5	2	0	0	0	0
Gulfoceras	20	2	0	0	0	0
Gulfoceras	25	2	0	0	0	0
Gulo	0	8	0	15	0	0
Gumardee	15	0	0	0	0	1
Gymnesicolagus	15	0	0	0	0	0
Gymnurechinus	15	0	0	0	2	0
Gymnurechinus	20	0	0	0	14	0
Gypsorhychus	0	0	0	0	3	0
Gyrinodon	5	0	1	0	0	0
Hadrictis	10	0	0	1	0	0
Hadrictis	5	0	0	1	0	0
Hadrodelphis	15	4	0	1	0	0
Hadromys	0	0	0	1	0	0
Hadromys	5	0	0	2	0	0
Hadropithecus	0	0	0	0	0	0
Hanakia	20	0	0	1	0	0
Hansdebruijnia	10	0	0	6	0	0
Hansdebruijnia	5	0	0	4	0	0
Hapalomys	0	0	0	5	0	0
Haplocyon	20	0	0	5	0	0
Haplocyon	25	0	0	1	0	0
Haplocyonoides	10	0	0	1	0	0
Haplocyonoides	15	0	0	2	0	0
Haplocyonoides	20	0	0	14	0	0
Haploidoceros	0	0	0	2	0	0
Haplomastodon	0	0	19	0	0	0
Haplomastodon	5	0	1	0	0	0
Haplomys	30	2	0	0	0	0
Harasibomys	10	0	0	0	1	0
Harimyscus	5	0	0	0	1	0
Harrymys	15	29	0	0	0	0
Harrymys	20	26	0	0	0	0
Harrymys	25	4	0	0	0	0
Harrymys	30	2	0	0	0	0
Hattomys	5	0	0	5	0	0
Hayoceros	0	2	0	0	0	0
Hecubides	15	0	0	0	1	0
Hecubides	20	0	0	0	2	0
Hegetotherium	10	0	1	0	0	0
Hegetotherium	15	0	6	0	0	0
Heissigia	15	0	0	1	0	0
Helarctos	0	0	0	11	0	0
Helicoportax	10	0	0	1	0	0
Helicoportax	15	0	0	1	0	0
Helicotragus	10	0	0	3	0	0
Heliscomys	15	2	0	0	0	0
Heliscomys	30	4	0	0	0	0
Helladorcas	10	0	0	2	0	0
Helladotherium	10	0	0	29	0	0
Helladotherium	5	0	0	18	0	0
Helogale	0	0	0	0	8	0
Helogale	5	0	0	0	2	0
Hemiauchenia	0	87	7	0	0	0
Hemiauchenia	10	7	0	0	0	0
Hemiauchenia	15	1	0	0	0	0
Hemiauchenia	5	36	0	0	0	0
Hemibos	0	0	0	8	0	0
Hemibos	5	0	0	2	0	0
Hemicyon	10	15	0	10	0	0
Hemicyon	15	3	0	50	0	0
Hemicyon	20	0	0	20	0	0
Hemiechinus	5	0	0	1	0	0
Hemihegetotherium	15	0	1	0	0	0
Hemimeryx	10	0	0	2	0	0
Hemimeryx	15	0	0	3	0	0
Hemisorex	10	0	0	5	0	0
Hemisorex	15	0	0	2	0	0
Hemitragus	0	0	0	12	0	0
Hemitragus	5	0	0	3	0	0
Hendryomeryx	30	1	0	0	0	0
Hengduanshanhyrax	0	0	0	1	0	0
Heramys	10	0	0	1	0	0
Heramys	15	0	0	0	0	0
Heramys	20	0	0	0	0	0
Herentalia	10	0	0	1	0	0
Herpestes	0	0	0	2	50	0
Herpestes	10	0	0	2	0	0
Herpestes	20	0	0	2	0	0
Herpestes	5	0	0	0	11	0
Herpestides	10	0	0	0	1	0
Herpestides	20	0	0	5	1	0
Herpetocetus	10	0	0	1	0	0
Herpetocetus	15	0	0	1	0	0
Herpetocetus	5	22	0	7	0	0
Herpetotherium	20	7	0	0	0	0
Herpetotherium	25	20	0	0	0	0
Herpetotherium	30	19	0	0	0	0
Hesperhys	15	27	0	0	0	0
Hesperhys	20	12	0	0	0	0
Hesperhys	25	1	0	0	0	0
Hesperidoceras	5	0	0	1	0	0
Hesperocamelus	10	2	0	0	0	0
Hesperocamelus	15	2	0	0	0	0
Hesperoceras	5	0	0	1	0	0
Hesperocyon	30	1	0	0	0	0
Hesperogaulus	10	1	0	0	0	0
Hesperogaulus	15	16	0	0	0	0
Hesperogaulus	5	8	0	0	0	0
Hesperolagomys	10	10	0	0	0	0
Hesperolagomys	15	20	0	0	0	0
Hesperomys	0	2	0	0	0	0
Hesperomys	20	1	0	0	0	0
Hesperopetes	30	1	0	0	0	0
Hesperoscalops	0	1	0	0	0	0
Hesperoscalops	5	10	0	0	0	0
Hesperosorex	5	2	0	0	0	0
Hesperotarsius	15	0	0	1	0	0
Hesperotherium	0	0	0	5	0	0
Hesperoviverra	5	0	0	1	0	0
Heterocephalus	5	0	0	0	8	0
Heterodelphis	10	0	0	1	0	0
Heterodelphis	15	0	0	2	0	0
Heteroeomys	10	0	0	3	0	0
Heterohyrax	0	0	0	0	4	0
Heterohyrax	10	0	0	0	1	0
Heterohyrax	5	0	0	0	2	0
Heteromyoxus	20	0	0	6	0	0
Heteromyoxus	25	0	0	4	0	0
Heteropliohippus	10	5	0	0	0	0
Heteroprox	10	0	0	3	0	0
Heteroprox	15	0	0	21	0	0
Heteroprox	20	0	0	2	0	0
Heterosminthus	10	0	0	17	0	0
Heterosminthus	15	0	0	7	0	0
Heterosminthus	20	0	0	1	0	0
Heterosminthus	25	0	0	4	0	0
Heterosminthus	5	0	0	3	0	0
Heterosorex	10	0	0	6	0	0
Heterosorex	15	0	0	9	0	0
Heterosorex	20	0	0	18	0	0
Heterosorex	5	0	0	3	0	0
Heteroxerus	10	0	0	47	1	0
Heteroxerus	15	0	0	178	0	0
Heteroxerus	20	0	0	93	0	0
Heteroxerus	25	0	0	18	0	0
Heteroxerus	5	0	0	1	0	0
Hexameryx	10	1	0	0	0	0
Hexameryx	5	11	0	0	0	0
Hexaprotodon	0	0	0	23	35	0
Hexaprotodon	5	0	0	21	51	0
Hexobelomeryx	10	1	0	0	0	0
Hexobelomeryx	5	4	0	0	0	0
Hezhengia	10	0	0	2	0	0
Hibbarderix	15	1	0	0	0	0
Hibbarderix	20	4	0	0	0	0
Hibbardomys	0	13	0	0	0	0
Hibbardomys	5	11	0	0	0	0
Hilarcotherium	15	0	1	0	0	0
Himalayactaga	10	0	0	1	0	0
Hipparion	0	0	0	4	32	0
Hipparion	10	111	0	135	1	0
Hipparion	15	19	0	0	0	0
Hipparion	5	18	0	161	38	0
Hippidion	0	0	7	0	0	0
Hippidion	5	0	1	0	0	0
Hippohyus	0	0	0	1	0	0
Hippohyus	5	0	0	2	0	0
Hippopotamodon	0	0	0	6	0	0
Hippopotamodon	10	0	0	12	0	0
Hippopotamodon	5	0	0	1	0	0
Hippopotamus	0	0	0	133	251	0
Hippopotamus	15	0	0	1	0	0
Hippopotamus	5	0	0	1	53	0
Hipposideros	0	0	0	6	0	0
Hipposideros	10	0	0	5	0	0
Hipposideros	15	0	0	5	0	0
Hipposideros	20	0	0	15	0	0
Hipposideros	5	0	0	1	0	0
Hippotherium	0	0	0	0	1	0
Hippotherium	10	0	0	85	4	0
Hippotherium	5	0	0	23	8	0
Hippotragus	0	0	0	1	44	0
Hippotragus	5	0	0	0	8	0
Hispanodorcas	10	0	0	2	0	0
Hispanodorcas	5	0	0	6	0	0
Hispanolagus	5	0	0	1	0	0
Hispanomeryx	10	0	0	7	0	0
Hispanomeryx	15	0	0	6	0	0
Hispanomys	10	0	0	150	0	0
Hispanomys	15	0	0	1	0	0
Hispanomys	5	0	0	8	0	0
Hispanopithecus	10	0	0	14	0	0
Hispanotherium	10	0	0	13	0	0
Hispanotherium	15	0	0	32	0	0
Hispanotherium	20	0	0	6	0	0
Histiotus	5	1	0	0	0	0
Hitonkala	20	3	0	0	0	0
Hitonkala	25	9	0	0	0	0
Hitonkala	30	5	0	0	0	0
Hodomys	0	1	0	0	0	0
Holmesina	0	75	5	0	0	0
Holmesina	5	9	0	0	0	0
Holochilus	0	0	7	0	0	0
Holozaedyus	5	0	2	0	0	0
Homo	0	13	4	67	119	2
Homo	5	1	0	1	11	0
Homoioceras	0	0	0	0	9	0
Homoiodorcas	10	0	0	0	2	0
Homotherium	0	13	1	29	5	0
Homotherium	10	0	0	1	0	0
Homotherium	5	7	0	13	11	0
Homunculus	10	0	1	0	0	0
Homunculus	15	0	9	0	0	0
Honanotherium	10	0	0	2	0	0
Honanotherium	5	0	0	9	0	0
Hondadelphys	15	0	2	0	0	0
Hondalagus	15	0	2	0	0	0
Hondathentes	15	0	1	0	0	0
Hooijeromys	0	0	0	0	0	0
Hoplictis	10	5	0	0	0	0
Hoplictis	15	0	0	5	0	0
Hoplictis	20	0	0	2	0	0
Hoplitomeryx	10	0	0	1	0	0
Hoplitomeryx	5	0	0	1	0	0
Hoploaceratherium	0	0	0	1	0	0
Hoploaceratherium	10	0	0	12	0	0
Hoploaceratherium	15	0	0	16	1	0
Hoploaceratherium	20	0	0	0	1	0
Hoploaceratherium	25	0	0	1	0	0
Hoploaceratherium	5	0	0	0	1	0
Hoplophoneus	30	3	0	0	0	0
Hoplophorus	10	0	1	0	0	0
Howellictis	5	0	0	0	1	0
Huabeitragus	10	0	0	1	0	0
Huananomys	0	0	0	1	0	0
Huanghotherium	10	0	0	1	0	0
Huangomys	25	0	0	1	0	0
Huaxiamys	5	0	0	18	0	0
Huerzelerimys	10	0	0	65	0	0
Huerzelerimys	5	0	0	31	0	0
Hugueneya	15	0	0	1	0	0
Hugueneya	20	0	0	8	0	0
Hugueneya	25	0	0	4	0	0
Huilatherium	10	0	3	0	0	0
Huilatherium	15	0	8	0	0	0
Hyaena	0	0	0	1	29	0
Hyaena	5	0	0	0	12	0
Hyaenictis	0	0	0	1	0	0
Hyaenictis	10	0	0	5	0	0
Hyaenictis	5	0	0	0	9	0
Hyaenictitherium	0	0	0	0	1	0
Hyaenictitherium	10	0	0	46	0	0
Hyaenictitherium	15	0	0	1	0	0
Hyaenictitherium	5	0	0	48	7	0
Hyaenodon	15	0	0	0	5	0
Hyaenodon	20	0	0	2	7	0
Hyaenodon	25	0	0	2	0	0
Hyaenodon	30	3	0	0	0	0
Hyainailouros	10	0	0	2	0	0
Hyainailouros	15	0	0	20	3	0
Hyainailouros	20	0	0	3	3	0
Hydaspitherium	5	0	0	2	0	0
Hydrochaeris	0	2	0	0	0	0
Hydrochoeropsis	5	0	1	0	0	0
Hydrochoerus	0	1	12	0	0	0
Hydrochoerus	5	0	1	0	0	0
Hydromops	20	0	0	4	0	1
Hydromys	0	0	0	0	0	38
Hydropotes	0	0	0	1	0	0
Hydropotopsis	20	0	0	1	0	0
Hylobates	0	0	0	10	0	0
Hylochoerus	0	0	0	0	6	0
Hylochoerus	5	0	0	0	2	0
Hylomys	0	0	0	14	0	0
Hylomys	10	0	0	3	0	0
Hylomys	15	0	0	2	0	0
Hylomys	5	0	0	4	0	0
Hylopetes	0	0	0	2	0	0
Hylopetes	10	0	0	11	0	0
Hylopetes	15	0	0	3	0	0
Hylopetes	20	0	0	1	0	0
Hylopetes	5	0	0	7	0	0
Hylopetodon	10	0	0	1	0	0
Hyoboops	15	0	0	1	2	0
Hyoboops	20	0	0	0	3	0
Hyomys	0	0	0	0	0	25
Hyotherium	10	0	0	4	0	0
Hyotherium	15	0	0	74	0	0
Hyotherium	20	0	0	22	0	0
Hyperacrius	0	0	0	10	0	0
Hyperdidelphys	10	0	1	0	0	0
Hyperdidelphys	5	0	2	0	0	0
Hypertragulus	20	1	0	0	0	0
Hypertragulus	25	11	0	0	0	0
Hypertragulus	30	16	0	0	0	0
Hypisodus	30	1	0	0	0	0
Hypnomys	5	0	0	0	0	0
Hypogeomys	0	0	0	0	0	0
Hypohippus	10	39	0	0	0	0
Hypohippus	15	93	0	0	0	0
Hypohippus	20	5	0	0	0	0
Hypolagus	0	38	0	11	0	0
Hypolagus	10	54	0	0	0	0
Hypolagus	15	102	0	0	0	0
Hypolagus	20	1	0	0	0	0
Hypolagus	5	163	0	27	0	0
Hypselephas	0	0	0	1	0	0
Hypsiops	20	24	0	0	0	0
Hypsiops	25	7	0	0	0	0
Hypsiprymnodon	10	0	0	0	0	1
Hypsitherium	5	0	1	0	0	0
Hypsocricetus	5	0	0	3	0	0
Hypsodontus	10	0	0	1	0	0
Hypsodontus	15	0	0	9	1	0
Hypsoparia	15	7	0	0	0	0
Hypsosteiromys	20	0	3	0	0	0
Hyracodon	30	5	0	0	0	0
Hystricomys	5	0	0	1	0	0
Hystricops	10	4	0	0	0	0
Hystricops	15	4	0	0	0	0
Hystricops	20	1	0	0	0	0
Hystricops	5	1	0	0	0	0
Hystrix	0	0	0	78	79	0
Hystrix	10	0	0	12	0	0
Hystrix	5	0	0	33	14	0
Ia	15	0	0	1	0	0
Iberictis	15	0	0	2	0	0
Iberictis	20	0	0	1	0	0
Iberomeryx	25	0	0	1	0	0
Iberomys	0	0	0	10	0	0
Ichneumia	0	0	0	0	7	0
Ichneumia	5	0	0	0	3	0
Ictiocyon	15	0	0	1	0	0
Ictiocyon	20	0	0	3	0	0
Ictitherium	10	0	0	34	0	0
Ictitherium	15	0	0	3	0	0
Ictitherium	5	0	0	20	2	0
Ictonyx	0	0	0	0	7	0
Ikelohyaena	0	0	0	0	3	0
Ikelohyaena	5	0	0	0	3	0
Ilingoceros	10	12	0	0	0	0
Ilingoceros	5	2	0	0	0	0
Imerocetus	10	0	0	1	0	0
Incacetus	20	0	1	0	0	0
Indarctos	10	6	0	30	0	0
Indarctos	5	11	0	16	1	0
Indratherium	0	0	0	1	0	0
Ingentisorex	15	3	0	0	0	0
Injanatherium	10	0	0	1	0	0
Injanatherium	15	0	0	1	0	0
Insulotragus	0	0	0	0	0	0
Invictokoala	0	0	0	0	0	2
Ioribos	5	0	0	1	0	0
Iranotherium	10	0	0	3	0	0
Irhoudia	0	0	0	0	1	0
Ischnodon	5	0	0	0	0	1
Ischymomys	10	0	0	1	0	0
Ischyrictis	10	0	0	9	0	0
Ischyrictis	15	0	0	18	0	0
Ischyrictis	20	0	0	1	0	0
Ischyrocyon	10	39	0	0	0	0
Ischyrocyon	15	15	0	0	0	0
Isohyaenodon	20	0	0	0	4	0
Isolalutra	0	0	0	0	0	0
Isoodon	0	0	0	0	0	151
Isoodon	5	0	0	0	0	1
Issiodoromys	25	0	0	5	0	0
Issiodoromys	30	0	0	1	0	0
Itanzatherium	0	0	0	1	0	0
Itanzatherium	5	0	0	1	0	0
Jacobsomys	5	3	0	0	0	0
Jaculus	0	0	0	0	2	0
Jamous	5	0	0	0	1	0
Javazapus	0	2	0	0	0	0
Jimomys	15	6	0	0	0	0
Jimomys	30	2	0	0	0	0
Jordanomys	0	0	0	3	0	0
Joumocetus	10	0	0	0	0	0
Jourdanictis	10	0	0	2	0	0
Kabulicornis	5	0	0	1	0	0
Kalepithecus	20	0	0	0	2	0
Kalimantsia	10	0	0	1	0	0
Kalimantsia	5	0	0	1	0	0
Kalobatippus	20	14	0	0	0	0
Kalobatippus	25	9	0	0	0	0
Kalobatippus	30	2	0	0	0	0
Kalymnomys	0	0	0	1	0	0
Kamoyopithecus	15	0	0	0	1	0
Kampholophos	10	1	0	0	0	0
Kanisamys	10	0	0	2	0	0
Kanisamys	15	0	0	8	0	0
Kanisamys	20	0	0	2	0	0
Kansasimys	10	2	0	0	0	0
Kansasimys	5	3	0	0	0	0
Kanuites	15	0	0	0	1	0
Karnimata	10	0	0	4	0	0
Karnimata	5	0	0	11	1	0
Karsimatherium	5	0	0	1	0	0
Karstala	15	1	0	0	0	0
Karstala	20	2	0	0	0	0
Karydomys	15	0	0	12	0	0
Karydomys	20	0	0	3	0	0
Kelba	15	0	0	0	1	0
Kelba	20	0	0	0	8	0
Kentriodon	10	0	0	7	0	0
Kentriodon	15	9	0	4	0	0
Kentriodon	20	2	0	0	0	0
Kenyalagomys	15	0	0	0	9	0
Kenyalagomys	20	0	0	0	10	0
Kenyamys	20	0	0	0	2	0
Kenyanthropus	5	0	0	0	2	0
Kenyapithecus	10	0	0	0	2	0
Kenyapithecus	15	0	0	2	9	0
Kenyapotamus	10	0	0	0	7	0
Kenyapotamus	15	0	0	0	6	0
Kenyapotamus	5	0	0	0	1	0
Kenyasus	15	0	0	0	15	0
Kenyasus	20	0	0	0	17	0
Kenyatherium	10	0	0	0	2	0
Keramidomys	10	0	0	55	0	0
Keramidomys	15	0	0	81	0	0
Keramidomys	20	0	0	1	0	0
Keramidomys	5	0	0	10	0	0
Kerivoula	0	0	0	1	0	0
Ketketictis	15	0	0	0	1	0
Khoratpithecus	10	0	0	2	0	0
Kichechia	15	0	0	0	8	0
Kichechia	20	0	0	0	21	0
Kinometaxia	20	0	0	1	0	0
Kiotomops	10	0	1	0	0	0
Kipsigicerus	15	0	0	0	1	0
Kirkomys	30	11	0	0	0	0
Kislangia	0	0	0	1	0	0
Kislangia	5	0	0	8	0	0
Kobus	0	0	0	0	139	0
Kobus	5	0	0	0	89	0
Kochalia	15	0	0	1	0	0
Kogia	0	1	2	2	3	0
Kogia	5	1	0	3	0	0
Kogolepithecus	15	0	0	0	1	0
Kolopsis	5	0	0	0	0	2
Kolopsoides	5	0	0	0	0	1
Kolpochoerus	0	0	0	2	219	0
Kolpochoerus	5	0	0	0	65	0
Kolponomos	20	1	0	0	0	0
Kolponomos	25	1	0	0	0	0
Komba	15	0	0	0	2	0
Komba	20	0	0	0	14	0
Kordosia	10	0	0	1	0	0
Kordosia	5	0	0	3	0	0
Korthomys	15	2	0	0	0	0
Korthomys	25	1	0	0	0	0
Koufotragus	5	0	0	1	0	0
Kowalskia	0	0	0	1	0	0
Kowalskia	10	0	0	53	0	0
Kowalskia	5	0	0	40	0	0
Kraglievichia	10	0	1	0	0	0
Kubanochoerus	10	0	0	3	1	0
Kubanochoerus	15	0	0	11	11	0
Kubanochoerus	20	0	0	1	2	0
Kubanotragus	10	0	0	1	0	0
Kubanotragus	15	0	0	1	0	0
Kubwaxerus	5	0	0	0	2	0
Kukusepasutanka	30	2	0	0	0	0
Kulutherium	15	0	0	0	1	0
Kurrabi	5	0	0	0	0	2
Kuseracolobus	5	0	0	0	10	0
Kvabebihyrax	5	0	0	1	0	0
Kyptoceras	15	1	0	0	0	0
Kyptoceras	5	10	0	0	0	0
Laccopithecus	10	0	0	2	0	0
Laccopithecus	5	0	0	6	0	0
Lagidium	0	0	4	0	0	0
Lagomeryx	10	0	0	11	0	0
Lagomeryx	15	0	0	76	0	0
Lagomeryx	20	0	0	18	0	0
Lagomeryx	5	0	0	1	0	0
Lagonimico	10	0	1	0	0	0
Lagopsis	10	0	0	14	0	0
Lagopsis	15	0	0	162	0	0
Lagopsis	20	0	0	54	0	0
Lagorchestes	0	0	0	0	0	27
Lagostomus	0	0	10	0	0	0
Lagostrophus	0	0	0	0	0	8
Lagothrix	0	0	1	0	0	0
Lagurodon	0	0	0	7	0	0
Lagurodon	5	0	0	1	0	0
Lagurus	0	0	0	39	0	0
Lagurus	5	0	0	2	0	0
Lama	0	0	37	0	0	0
Lambdoceras	15	20	0	0	0	0
Lambdoceras	20	5	0	0	0	0
Lantanotherium	10	6	0	37	0	0
Lantanotherium	15	7	0	31	0	0
Lantanotherium	20	0	0	2	0	0
Lantanotherium	5	0	0	1	0	0
Lanthanotherium	10	3	0	6	0	0
Lanthanotherium	15	7	0	3	0	0
Lanthanotherium	5	0	0	1	0	0
Lantiantragus	10	0	0	4	0	0
Laphyctis	20	0	0	5	0	0
Lartetictis	10	0	0	2	0	0
Lartetictis	15	0	0	4	0	0
Lartetium	10	0	0	2	0	0
Lartetium	15	0	0	14	0	0
Lartetium	20	0	0	7	0	0
Lartetomys	15	0	0	7	0	0
Lartetotherium	10	0	0	19	0	0
Lartetotherium	15	0	0	28	0	0
Lartetotherium	20	0	0	1	0	0
Lasionycteris	0	2	0	0	0	0
Lasionycteris	5	2	0	0	0	0
Lasiopodomys	0	8	0	9	0	0
Lasiopodomys	5	0	0	1	0	0
Lasiorhinus	0	0	0	0	0	18
Lasiurus	0	15	1	0	0	0
Lasiurus	5	6	0	0	0	0
Laugaritiomys	5	0	0	1	0	0
Leakeymys	15	0	0	0	1	0
Leakeytherium	15	0	0	0	1	0
Leakeytherium	20	0	0	0	5	0
Legionarictis	15	2	0	0	0	0
Leidymys	15	3	0	0	0	0
Leidymys	20	18	0	0	0	0
Leidymys	25	21	0	0	0	0
Leidymys	30	31	0	0	0	0
Leithia	0	0	0	0	0	0
Lemmiscus	0	26	0	0	0	0
Lemmus	0	10	0	24	0	0
Lemmus	5	0	0	2	0	0
Lemniscomys	5	0	0	0	2	0
Lemoynea	10	3	0	0	0	0
Lemoynea	5	3	0	0	0	0
Lemur	0	0	0	0	0	0
Leontopithecus	0	0	1	0	0	0
Leopardus	0	8	10	0	0	0
Leopoldamys	0	0	0	5	0	0
Lepilemur	0	0	0	0	0	0
Lepoides	5	15	0	0	0	0
Leporillus	0	0	0	0	0	16
Leptailurus	0	0	0	0	4	0
Leptailurus	5	0	0	0	1	0
